DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes
3,Wednesday,10AM,6PM,19MFF-00105,773 MARKET ST,Pushcart located on Market St. 7 linear feet West of the Fire Hydrant. Must maintain 8 linear feet clearance from Street Artist Booth M22. Reference Street Artist Map #14 (http://www.sfartscommission.org/street_artists_program/maps/index.html),"Kettle Corn, Funnel Cakes, Lemonade, Beverages, Flan, Hot Dogs, Falafel, Hot and Cold Sandwiches, French Fries, Baklava and Pastries",1341056,,10:00,18:00,8746103,11/15/2011 01:48:04 PM,11/15/2011 01:50:08 PM,3706,096,N,Kettle Corn Star,6011164.82111,2114324.40143,37.786160934428665,-122.40512731130576,"(37.7861609344287, -122.405127311306)",9,12,2,8,28853
4,Thursday,10AM,6PM,19MFF-00105,773 MARKET ST,Pushcart located on Market St. 7 linear feet West of the Fire Hydrant. Must maintain 8 linear feet clearance from Street Artist Booth M22. Reference Street Artist Map #14 (http://www.sfartscommission.org/street_artists_program/maps/index.html),"Kettle Corn, Funnel Cakes, Lemonade, Beverages, Flan, Hot Dogs, Falafel, Hot and Cold Sandwiches, French Fries, Baklava and Pastries",1341056,,10:00,18:00,8746103,11/15/2011 01:48:04 PM,11/15/2011 01:50:08 PM,3706,096,N,Kettle Corn Star,6011164.82111,2114324.40143,37.786160934428665,-122.40512731130576,"(37.7861609344287, -122.405127311306)",9,12,2,8,28853
0,Sunday,6AM,8PM,19MFF-00023,1 MARKET ST,"On the south side of Market Street, approximately 40 feet NE of Spear Street.","Ice Cream, Donuts",1334475,,06:00,20:00,8737101,07/02/2019 10:53:03 AM,07/02/2019 10:54:37 AM,3713,006,N,Treats by the Bay LLC,6014241.64278,2117276.36365,37.794437862296938,-122.39468903946766,"(37.7944378622969, -122.394689039468)",10,12,2,8,28855
4,Thursday,10AM,11AM,19MFF-00061,2145 MARKET ST,10:45am to 11am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1336965,,10:00,11:00,8764101,05/12/2011 08:15:29 AM,10/24/2011 04:39:00 PM,3543,003B,Y,BH & MT LLC,6003915.64989,2107389.84263,37.766712422593429,-122.42971274952478,"(37.7667124225934, -122.429712749525)",5,8,7,5,28862
4,Thursday,9AM,3PM,19MFF-00025,200 LARKIN ST,Truck Located on the west side of Larkin Street 25 LF north of Fulton Street,"Acai Bowls, Smoothies, Juices",1330246,,09:00,15:00,8122000,06/07/2011 02:59:25 PM,06/07/2011 02:59:49 PM,0353,001,N,"BOWL'D ACAI, LLC.",6007770.99876,2112011.41558,37.779619722638408,-122.41670515446511,"(37.7796197226384, -122.416705154465)",9,7,6,36,28852
5,Friday,9AM,3PM,19MFF-00025,111 BATTERY ST,Truck located on the west side of Battery St 5 LF north of Pine,"Acai Bowls, Smoothies, Juices",1330245,,09:00,15:00,2753000,09/21/2011 12:40:44 PM,09/21/2011 12:41:16 PM,0261,005,N,"BOWL'D ACAI, LLC.",6012733.60757,2116553.41729,37.792368864643684,-122.39985626842488,"(37.7923688646437, -122.399856268425)",10,4,1,8,28854
3,Wednesday,9AM,3PM,19MFF-00024,451 MONTGOMERY ST,Mobile Food Facility on the west side of Montgomery approximately 33 ft south of the intersection of Sacramento and Montgomery fronting Citi Bank,"Acai Bowls, Smoothies, Juices",1330244,,09:00,15:00,9301000,09/15/2016 03:10:11 PM,09/16/2016 09:26:53 AM,0240,001,N,"BOWL'D ACAI, LLC.",6011851.99522,2116916.13141,37.79331560268556,-122.40293220925933,"(37.7933156026856, -122.402932209259)",10,4,1,8,28854
5,Friday,9AM,3PM,19MFF-00024,451 MONTGOMERY ST,Mobile Food Facility on the west side of Montgomery approximately 33 ft south of the intersection of Sacramento and Montgomery fronting Citi Bank,"Acai Bowls, Smoothies, Juices",1330244,,09:00,15:00,9301000,09/15/2016 03:10:11 PM,09/16/2016 09:26:53 AM,0240,001,N,"BOWL'D ACAI, LLC.",6011851.99522,2116916.13141,37.79331560268556,-122.40293220925933,"(37.7933156026856, -122.402932209259)",10,4,1,8,28854
1,Monday,9AM,3PM,19MFF-00024,451 MONTGOMERY ST,Mobile Food Facility on the west side of Montgomery approximately 33 ft south of the intersection of Sacramento and Montgomery fronting Citi Bank,"Acai Bowls, Smoothies, Juices",1330244,,09:00,15:00,9301000,09/15/2016 03:10:11 PM,09/16/2016 09:26:53 AM,0240,001,N,"BOWL'D ACAI, LLC.",6011851.99522,2116916.13141,37.79331560268556,-122.40293220925933,"(37.7933156026856, -122.402932209259)",10,4,1,8,28854
1,Monday,6AM,4PM,19MFF-00019,1450 MISSION ST,"On the north side of Mission Street, occupying SFMTA parking meters #1418 and #1420, immediately SW of the driveway dividing 1400 Mission Street and 1450 Mission Street.","Pernil Asado, Ropa Vieja, Arroz con Pollo, Cuban Sandwich, Croquetas Fritas, Tostones, Platanos Maduros, Yuca Frita",1330588,,06:00,16:00,9108000,06/17/2019 04:09:19 PM,06/17/2019 04:10:39 PM,3507,040,N,Lerso,6007775.33629,2110266.36342,37.77482847029318,-122.41656649954182,"(37.7748284702932, -122.416566499542)",9,8,2,34,28853
3,Wednesday,6AM,4PM,19MFF-00019,1450 MISSION ST,"On the north side of Mission Street, occupying SFMTA parking meters #1418 and #1420, immediately SW of the driveway dividing 1400 Mission Street and 1450 Mission Street.","Pernil Asado, Ropa Vieja, Arroz con Pollo, Cuban Sandwich, Croquetas Fritas, Tostones, Platanos Maduros, Yuca Frita",1330588,,06:00,16:00,9108000,06/17/2019 04:09:19 PM,06/17/2019 04:10:39 PM,3507,040,N,Lerso,6007775.33629,2110266.36342,37.77482847029318,-122.41656649954182,"(37.7748284702932, -122.416566499542)",9,8,2,34,28853
4,Thursday,10AM,3PM,19MFF-00026,475 CALIFORNIA ST,Food Truck located on the south side of California st approximately 24 ft from the intersection of Montgomery and California St fronting the US Bank ( 475 California St ),"Tacos, burritos, quesadillas",1331430,,10:00,15:00,3529000,08/26/2016 01:17:30 PM,08/26/2016 01:19:08 PM,0260,010,N,Plaza Garibaldy,6012011.95286,2116742.06745,37.792846595133213,-122.40236649693905,"(37.7928465951332, -122.402366496939)",10,4,1,8,28854
6,Saturday,10AM,3PM,19MFF-00026,475 CALIFORNIA ST,Food Truck located on the south side of California st approximately 24 ft from the intersection of Montgomery and California St fronting the US Bank ( 475 California St ),"Tacos, burritos, quesadillas",1331430,,10:00,15:00,3529000,08/26/2016 01:17:30 PM,08/26/2016 01:19:08 PM,0260,010,N,Plaza Garibaldy,6012011.95286,2116742.06745,37.792846595133213,-122.40236649693905,"(37.7928465951332, -122.402366496939)",10,4,1,8,28854
2,Tuesday,10AM,3PM,19MFF-00026,475 CALIFORNIA ST,Food Truck located on the south side of California st approximately 24 ft from the intersection of Montgomery and California St fronting the US Bank ( 475 California St ),"Tacos, burritos, quesadillas",1331430,,10:00,15:00,3529000,08/26/2016 01:17:30 PM,08/26/2016 01:19:08 PM,0260,010,N,Plaza Garibaldy,6012011.95286,2116742.06745,37.792846595133213,-122.40236649693905,"(37.7928465951332, -122.402366496939)",10,4,1,8,28854
3,Wednesday,11AM,2PM,19MFF-00036,8 10TH ST,Truck located in front of 8 10th St. on 10th St. frontage approximately 152' from Market St. intersection.,"Senor Sisig: Filipino fusion food: tacos, burritos, nachos, rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.",1331668,,11:00,14:00,480000,09/10/2014 10:34:58 AM,09/10/2014 11:02:17 AM,3507,041,N,Senor Sisig,6007566.90724,2110815.35429,37.776324144139444,-122.41732641373268,"(37.7763241441394, -122.417326413733)",9,8,2,34,28853
2,Tuesday,10AM,3PM,19MFF-00035,90 BROADWAY,5 Rotating trucks located on Front Street.  (4 Trucks north of the curb cut and 1 truck south of the curb cut),Various menu items & drinks,1331665,,10:00,15:00,5874000,02/16/2018 02:41:12 PM,02/16/2018 02:41:32 PM,0140,007,N,Senor Sisig,6012836.56068,2118897.74457,37.798811568758893,-122.39966472178901,"(37.7988115687589, -122.399664721789)",10,3,1,8,28860
6,Saturday,6AM,12AM,19MFF-00030,5 THE EMBARCADERO,"Northeast Corner of California, Market, and Drumm St","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",1331555,,06:00,24:00,30049000,09/02/2011 02:50:09 PM,09/02/2011 02:50:29 PM,0234,017,N,"San Francisco Street Foods, Inc.",6015955.31962,2112814.37008,37.782281370912223,-122.38844786821512,"(37.7822813709122, -122.388447868215)",9,6,2,8,28856
2,Tuesday,9AM,3PM,19MFF-00025,111 BATTERY ST,Truck located on the west side of Battery St 5 LF north of Pine,"Acai Bowls, Smoothies, Juices",1330245,,09:00,15:00,2753000,09/21/2011 12:40:44 PM,09/21/2011 12:41:16 PM,0261,005,N,"BOWL'D ACAI, LLC.",6012733.60757,2116553.41729,37.792368864643684,-122.39985626842488,"(37.7923688646437, -122.399856268425)",10,4,1,8,28854
3,Wednesday,9AM,3PM,19MFF-00025,200 LARKIN ST,Truck Located on the west side of Larkin Street 25 LF north of Fulton Street,"Acai Bowls, Smoothies, Juices",1330246,,09:00,15:00,8122000,06/07/2011 02:59:25 PM,06/07/2011 02:59:49 PM,0353,001,N,"BOWL'D ACAI, LLC.",6007770.99876,2112011.41558,37.779619722638408,-122.41670515446511,"(37.7796197226384, -122.416705154465)",9,7,6,36,28852
2,Tuesday,6AM,4PM,19MFF-00019,1450 MISSION ST,"On the north side of Mission Street, occupying SFMTA parking meters #1418 and #1420, immediately SW of the driveway dividing 1400 Mission Street and 1450 Mission Street.","Pernil Asado, Ropa Vieja, Arroz con Pollo, Cuban Sandwich, Croquetas Fritas, Tostones, Platanos Maduros, Yuca Frita",1330588,,06:00,16:00,9108000,06/17/2019 04:09:19 PM,06/17/2019 04:10:39 PM,3507,040,N,Lerso,6007775.33629,2110266.36342,37.77482847029318,-122.41656649954182,"(37.7748284702932, -122.416566499542)",9,8,2,34,28853
6,Saturday,10AM,6PM,19MFF-00105,773 MARKET ST,Pushcart located on Market St. 7 linear feet West of the Fire Hydrant. Must maintain 8 linear feet clearance from Street Artist Booth M22. Reference Street Artist Map #14 (http://www.sfartscommission.org/street_artists_program/maps/index.html),"Kettle Corn, Funnel Cakes, Lemonade, Beverages, Flan, Hot Dogs, Falafel, Hot and Cold Sandwiches, French Fries, Baklava and Pastries",1341056,,10:00,18:00,8746103,11/15/2011 01:48:04 PM,11/15/2011 01:50:08 PM,3706,096,N,Kettle Corn Star,6011164.82111,2114324.40143,37.786160934428665,-122.40512731130576,"(37.7861609344287, -122.405127311306)",9,12,2,8,28853
0,Sunday,10AM,6PM,19MFF-00105,773 MARKET ST,Pushcart located on Market St. 7 linear feet West of the Fire Hydrant. Must maintain 8 linear feet clearance from Street Artist Booth M22. Reference Street Artist Map #14 (http://www.sfartscommission.org/street_artists_program/maps/index.html),"Kettle Corn, Funnel Cakes, Lemonade, Beverages, Flan, Hot Dogs, Falafel, Hot and Cold Sandwiches, French Fries, Baklava and Pastries",1341056,,10:00,18:00,8746103,11/15/2011 01:48:04 PM,11/15/2011 01:50:08 PM,3706,096,N,Kettle Corn Star,6011164.82111,2114324.40143,37.786160934428665,-122.40512731130576,"(37.7861609344287, -122.405127311306)",9,12,2,8,28853
4,Thursday,9AM,4PM,19MFF-00046,551 03RD ST,Truck located approximately 30 linear feet North West of the Varney Place & 3rd St intersection.  (MTA Restriction:  No sales or occupancy allowed two (2) hours before until two (2) hours after ballgames.  Call (415) 972-1800 for event schedules or visit www.sfgiants.com),"Tacos, Burritos, Tortas, Quesadillas, Salads, Soup, Fruits, Juices, Soda, Water",1334599,,09:00,16:00,177000,08/15/2012 03:43:19 PM,08/15/2012 03:43:54 PM,3775,025,N,Tacos El Ojo De Agua,6014049.91214,2112287.48055,37.780728881226779,-122.39500286446214,"(37.7807288812268, -122.395002864462)",9,6,2,8,28856
2,Tuesday,9AM,4PM,19MFF-00046,551 03RD ST,Truck located approximately 30 linear feet North West of the Varney Place & 3rd St intersection.  (MTA Restriction:  No sales or occupancy allowed two (2) hours before until two (2) hours after ballgames.  Call (415) 972-1800 for event schedules or visit www.sfgiants.com),"Tacos, Burritos, Tortas, Quesadillas, Salads, Soup, Fruits, Juices, Soda, Water",1334599,,09:00,16:00,177000,08/15/2012 03:43:19 PM,08/15/2012 03:43:54 PM,3775,025,N,Tacos El Ojo De Agua,6014049.91214,2112287.48055,37.780728881226779,-122.39500286446214,"(37.7807288812268, -122.395002864462)",9,6,2,8,28856
1,Monday,9AM,4PM,19MFF-00046,551 03RD ST,Truck located approximately 30 linear feet North West of the Varney Place & 3rd St intersection.  (MTA Restriction:  No sales or occupancy allowed two (2) hours before until two (2) hours after ballgames.  Call (415) 972-1800 for event schedules or visit www.sfgiants.com),"Tacos, Burritos, Tortas, Quesadillas, Salads, Soup, Fruits, Juices, Soda, Water",1334599,,09:00,16:00,177000,08/15/2012 03:43:19 PM,08/15/2012 03:43:54 PM,3775,025,N,Tacos El Ojo De Agua,6014049.91214,2112287.48055,37.780728881226779,-122.39500286446214,"(37.7807288812268, -122.395002864462)",9,6,2,8,28856
5,Friday,9AM,4PM,19MFF-00046,551 03RD ST,Truck located approximately 30 linear feet North West of the Varney Place & 3rd St intersection.  (MTA Restriction:  No sales or occupancy allowed two (2) hours before until two (2) hours after ballgames.  Call (415) 972-1800 for event schedules or visit www.sfgiants.com),"Tacos, Burritos, Tortas, Quesadillas, Salads, Soup, Fruits, Juices, Soda, Water",1334599,,09:00,16:00,177000,08/15/2012 03:43:19 PM,08/15/2012 03:43:54 PM,3775,025,N,Tacos El Ojo De Agua,6014049.91214,2112287.48055,37.780728881226779,-122.39500286446214,"(37.7807288812268, -122.395002864462)",9,6,2,8,28856
6,Saturday,6AM,8PM,19MFF-00023,1 MARKET ST,"On the south side of Market Street, approximately 40 feet NE of Spear Street.","Ice Cream, Donuts",1334475,,06:00,20:00,8737101,07/02/2019 10:53:03 AM,07/02/2019 10:54:37 AM,3713,006,N,Treats by the Bay LLC,6014241.64278,2117276.36365,37.794437862296938,-122.39468903946766,"(37.7944378622969, -122.394689039468)",10,12,2,8,28855
3,Wednesday,9AM,4PM,19MFF-00046,551 03RD ST,Truck located approximately 30 linear feet North West of the Varney Place & 3rd St intersection.  (MTA Restriction:  No sales or occupancy allowed two (2) hours before until two (2) hours after ballgames.  Call (415) 972-1800 for event schedules or visit www.sfgiants.com),"Tacos, Burritos, Tortas, Quesadillas, Salads, Soup, Fruits, Juices, Soda, Water",1334599,,09:00,16:00,177000,08/15/2012 03:43:19 PM,08/15/2012 03:43:54 PM,3775,025,N,Tacos El Ojo De Agua,6014049.91214,2112287.48055,37.780728881226779,-122.39500286446214,"(37.7807288812268, -122.395002864462)",9,6,2,8,28856
1,Monday,7AM,3PM,19MFF-00047,1028 MISSION ST,Truck located in front of 1028 Mission St.,Filipino Food,1334734,,07:00,15:00,9100000,11/20/2013 01:13:01 PM,11/20/2013 01:13:19 PM,3703,033,N,Rita's Catering,6009881.64377,2112283.31309,37.780484772922883,-122.40942268573451,"(37.7804847729229, -122.409422685735)",9,14,2,34,28853
5,Friday,7AM,3PM,19MFF-00047,1028 MISSION ST,Truck located in front of 1028 Mission St.,Filipino Food,1334734,,07:00,15:00,9100000,11/20/2013 01:13:01 PM,11/20/2013 01:13:19 PM,3703,033,N,Rita's Catering,6009881.64377,2112283.31309,37.780484772922883,-122.40942268573451,"(37.7804847729229, -122.409422685735)",9,14,2,34,28853
3,Wednesday,7AM,3PM,19MFF-00047,1028 MISSION ST,Truck located in front of 1028 Mission St.,Filipino Food,1334734,,07:00,15:00,9100000,11/20/2013 01:13:01 PM,11/20/2013 01:13:19 PM,3703,033,N,Rita's Catering,6009881.64377,2112283.31309,37.780484772922883,-122.40942268573451,"(37.7804847729229, -122.409422685735)",9,14,2,34,28853
1,Monday,12PM,1PM,19MFF-00049,1150 FRANCISCO ST,12:10pm-12:50pm,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1334935,,12:00,13:00,5770000,04/21/2011 05:03:53 PM,04/21/2011 05:04:09 PM,0475,001,Y,D & T Catering,6005805.24689,2120698.42612,37.803361322435194,-122.42412350927373,"(37.8033613224352, -122.424123509274)",1,5,6,32,28858
1,Monday,8AM,9AM,19MFF-00049,2616 UNION ST,8:30am-8:35am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1334927,,08:00,09:00,12876000,04/21/2011 04:37:57 PM,04/21/2011 04:38:19 PM,0946,006,Y,D & T Catering,6000470.17176,2118223.92338,37.796264327623483,-122.44240792495323,"(37.7962643276235, -122.442407924953)",1,13,6,13,57
5,Friday,9AM,3PM,19MFF-00107,1 MARKET ST,Push-cart located on Market Street sidewalk approximately 27 feet East of Spear Street intersection,"kebabs, halal gyro, grilled halal meat, refreshments",1341232,,09:00,15:00,8737101,09/18/2014 02:09:12 PM,09/18/2014 02:09:43 PM,3713,006,N,"Halal Cart, LLC",6014241.64278,2117276.36365,37.794437862296938,-122.39468903946766,"(37.7944378622969, -122.394689039468)",10,12,2,8,28855
1,Monday,10AM,8PM,19MFF-00108,455 MARKET ST,Pushcart located on the South side of Market St. 125 west of Fremont St. (between bike rack and MUNI support pole),"Gyros, Kebabs, soft drinks, and water",1341234,,10:00,20:00,8741101,09/29/2011 03:29:01 PM,09/29/2011 03:29:25 PM,3709,012,N,"Halal Cart, LLC",6013071.49353,2116142.24317,37.791258708308668,-122.39865829932664,"(37.7912587083087, -122.398658299327)",9,12,2,8,28855
1,Monday,10AM,3PM,19MFF-00107,400 MONTGOMERY ST,Pushcart located on the California St sidewalk 27LF East of Mongomery St.,"kebabs, halal gyro, grilled halal meat, refreshments",1341233,,10:00,15:00,9301000,09/19/2011 04:58:53 PM,06/20/2014 08:46:03 AM,0239,009,N,"Halal Cart, LLC",6011914.70691,2116759.08617,37.792887895477385,-122.40270417186923,"(37.7928878954774, -122.402704171869)",10,4,1,8,28854
3,Wednesday,10AM,8PM,19MFF-00108,455 MARKET ST,Pushcart located on the South side of Market St. 125 west of Fremont St. (between bike rack and MUNI support pole),"Gyros, Kebabs, soft drinks, and water",1341234,,10:00,20:00,8741101,09/29/2011 03:29:01 PM,09/29/2011 03:29:25 PM,3709,012,N,"Halal Cart, LLC",6013071.49353,2116142.24317,37.791258708308668,-122.39865829932664,"(37.7912587083087, -122.398658299327)",9,12,2,8,28855
4,Thursday,10AM,4PM,19MFF-00109,400 MONTGOMERY ST,"Located on California Street frontage of 400 Montgomery Street, 4 feet from the curb and 5 feet west of sub-sidewalk basement doors.","Halal Gyro over Rice, Halal Chicken over Rice, Halal Gyro, and Chicken Sandwich",1341238,,10:00,16:00,3529000,08/06/2015 09:51:53 AM,01/05/2016 02:10:06 PM,0239,009,N,Halal Cart of San Francisco,6011914.70691,2116759.08617,37.792887895477385,-122.40270417186923,"(37.7928878954774, -122.402704171869)",10,4,1,8,28854
4,Thursday,8AM,10AM,19MFF-00085,1100 ORTEGA ST,8:00am-9:30am,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1337730,,08:00,10:00,10006000,06/02/2011 09:03:38 AM,06/02/2011 09:03:54 AM,2055,019,Y,Eva's Catering,5990628.84606,2102482.70957,37.75247741544262,-122.47531077724334,"(37.7524774154426, -122.475310777243)",4,1,5,14,56
5,Friday,10AM,8PM,19MFF-00106,16 TOLAND ST,"On south side of Napoleon St, 87 feet west with respect to SW corner of Toland St/Napoleon St Intersection",Hamburger and Soda,1341226,,10:00,20:00,9504000,03/14/2019 12:22:41 PM,03/14/2019 12:23:14 PM,5230,002,N,Junior Barbecue Burger,6013484.09208,2100059.12622,37.74712103706063,-122.39610309385193,"(37.7471210370606, -122.396103093852)",8,10,3,1,58
6,Saturday,10AM,8PM,19MFF-00106,16 TOLAND ST,"On south side of Napoleon St, 87 feet west with respect to SW corner of Toland St/Napoleon St Intersection",Hamburger and Soda,1341226,,10:00,20:00,9504000,03/14/2019 12:22:41 PM,03/14/2019 12:23:14 PM,5230,002,N,Junior Barbecue Burger,6013484.09208,2100059.12622,37.74712103706063,-122.39610309385193,"(37.7471210370606, -122.396103093852)",8,10,3,1,58
1,Monday,10AM,6PM,19MFF-00059,865 MARKET ST,34 LF east from the Westfield entrance way near the curb,"Kettle Corn, Funnel Cakes, Waffles, Lemonade",1336921,,10:00,18:00,8747103,07/17/2012 04:14:14 PM,07/17/2012 04:15:13 PM,3705,042,N,Kettle Corn Star,6010532.97528,2113742.67378,37.784528305570341,-122.40727231814385,"(37.7845283055703, -122.407272318144)",9,12,2,34,28853
2,Tuesday,9AM,3PM,19MFF-00107,1 MARKET ST,Push-cart located on Market Street sidewalk approximately 27 feet East of Spear Street intersection,"kebabs, halal gyro, grilled halal meat, refreshments",1341232,,09:00,15:00,8737101,09/18/2014 02:09:12 PM,09/18/2014 02:09:43 PM,3713,006,N,"Halal Cart, LLC",6014241.64278,2117276.36365,37.794437862296938,-122.39468903946766,"(37.7944378622969, -122.394689039468)",10,12,2,8,28855
4,Thursday,10AM,8PM,19MFF-00108,455 MARKET ST,Pushcart located on the South side of Market St. 125 west of Fremont St. (between bike rack and MUNI support pole),"Gyros, Kebabs, soft drinks, and water",1341234,,10:00,20:00,8741101,09/29/2011 03:29:01 PM,09/29/2011 03:29:25 PM,3709,012,N,"Halal Cart, LLC",6013071.49353,2116142.24317,37.791258708308668,-122.39865829932664,"(37.7912587083087, -122.398658299327)",9,12,2,8,28855
